id,question,ollama,openai
3237,How can we prevent sending MAC refresh packets when having an FDDI network but not a learning bridge or switch?,SECURITY,CONNECTIVITY
3243,How can I configure the Enhanced Object Tracking (EOT) to shut down an HSRP group?,SECURITY,ROUTING
3247,How can you modify the next hop in the redirect message and change the source IP address of the redirect message for hosts using virtual IP addresses of different HSRP groups?,SECURITY,ROUTING
3254,What is the purpose of configuring SSO (Standby Switching) on an edge device in an HSRP (Hot Standby Router Protocol) environment?,CONNECTIVITY,ROUTING
3255,How do we configure BFD neighbor sessions between two systems?,CONNECTIVITY,ROUTING
3263,How can I configure tracking for an interface using an object number?,MONITORING,ROUTING
3269,What is the command used to enter the interface configuration mode for a Gigabit Ethernet interface?,GENERAL,CONNECTIVITY
3271,How can I troubleshoot HSRP MD5 Authentication issues?,ROUTING,SECURITY
3273,How do you configure HSRP text authentication?,SECURITY,ROUTING
3288,How can we enable Bidirectional Forwarding Detection (BFD) on an interface in Cisco IOS?,CONNECTIVITY,ROUTING
3291,"What is the configuration command to enable MD5 authentication for HSRP Standby 1 using the specified key chain, key ID, and key string?",ROUTING,SECURITY
3294,What are the configuration commands to set the hostname for each router (RouterA and RouterB) in HSRP setup?,ROUTING,GENERAL
3305,How can we use Jitter timers in HSRP (Hot Standby Router Protocol) to improve reliability and reduce CPU and network traffic spikes?,CONNECTIVITY,ROUTING
3311,What is the recommended method for configuring HSRP with MD5 authentication to prevent false hello packets from causing denial-of-service attacks?,ROUTING,SECURITY
3319,"How can we modify the ICMP redirect message to use HSRP group 1 virtual IP as the source IP and HSRP group 3 virtual IP as the gateway, while keeping the destination MAC as the host MAC?",SECURITY,ROUTING
3320,How can we configure our network to prevent ICMP redirects from being sent to passive HSRP devices?,SECURITY,ROUTING
3321,How do you allow hosts to learn the real IP address of non-HSRP devices on local interfaces?,SECURITY,CONNECTIVITY
3331,How can we configure object tracking for line protocol state or reachability of an IP route and notify client processes when tracked objects change state?,SECURITY,MONITORING
3332,How do you configure priority decrements for tracked objects when using cumulative priority decrements for multiple tracked objects?,GENERAL,ROUTING
3334,What is the correct configuration command to prevent any HSRP state change and ensure the active device's key string is changed no later than one hold-time period after nonactive devices?,ROUTING,SECURITY
3337,What is the primary function of HSRP in IPv6 configuration?,CONNECTIVITY,ROUTING
3341,How can you disable SSO HSRP to ensure that LAN segments switch HSRP traffic to a redundant device while maintaining traffic flow for other connections?,ROUTING,CONNECTIVITY
3343,How can ISSU (In Service Software Upgrade) help increase network availability and reduce downtime caused by planned software upgrades in Cisco networks?,GENERAL,ROUTING
3354,How can we configure Object Tracking for VRRP devices to dynamically change priority based on tracked objects' states?,SECURITY,ROUTING
3358,How do you configure an IP address and VRRP group on a router interface?,ROUTING,CONNECTIVITY
3360,What are the steps to enable privileged EXEC mode and configure an interface with IP address and VRRP group authentication?,SECURITY,CONNECTIVITY
3370,How do you configure VRRP advertisements in routers to ensure high availability of network connectivity?,CONNECTIVITY,ROUTING
3380,"How can we notify clients about the protocol state, virtual MAC (vMAC) address, and virtual IP address information associated with a VRRP group?",MONITORING,ROUTING
3381,What is required to maintain the switching cache of connected Layer 2 devices on the LAN?,GENERAL,CONNECTIVITY
3384,What is the status of traffic to a particular virtual IP address configured for VRRP?,CONNECTIVITY,MONITORING
3385,How can I determine if a virtual IP address has been assigned to an interface?,GENERAL,MONITORING
3397,What is the default compression protocol used for RTP header compression in Cisco IOS?,GENERAL,QOS
3399,How do we configure header compression for both local and remote routers in our network to support HDLC and PPP interfaces?,ROUTING,CONNECTIVITY
3402,What is the requirement for configuring header-compression connections on HDLC interfaces in a Cisco router?,GENERAL,CONNECTIVITY
3404,How do you configure the number of compression connections for PPP and HDLC interfaces?,GENERAL,CONNECTIVITY
3426,How do you configure the VRF reference of a AAA TACACS+ server on a Cisco router?,GENERAL,SECURITY
3427,"How can you enable debugging for AAA/TACACS+ authentication, authorization, and accounting on a Cisco router?",MONITORING,SECURITY
3428,How do you enable local pooling and configure an address pool for remote hosts?,MONITORING,CONNECTIVITY
3429,What is the configuration command to specify the DNS server IP addresses for Microsoft PPP clients during IPCP negotiation in Cisco IOS?,GENERAL,CONNECTIVITY
3434,How do you define an IP address pool on a Cisco router acting as a network access server (NAS) for IPCP address negotiation when using PPP protocol?,ROUTING,CONNECTIVITY
3459,Does the IP to ATM CoS feature require any specific software release or platform support?,GENERAL,QOS
3467,"How do you create a PVC on ATM interface ATM1/1/0.46 and apply the WRED parameter group called ""sanjose"" to that PVC?",ROUTING,QOS
3468,"What is the encapsulation method used to resolve IP addresses when OAM (Operations, Administration, and Maintenance) is enabled?",GENERAL,MONITORING
3469,"How can you configure a virtual circuit (VC) to disallow traffic with IP Precedence levels 6 and 5, and redirect bumped traffic to a VC with an IP Precedence level of 7 when the primary VC goes down?",SECURITY,QOS
3482,What is the expected throughput on a GigabitEthernet link when sending 100-byte IP datagrams with an additional 38 bytes per-packet overhead?,QOS,CONNECTIVITY
3483,What is the total length of the encapsulation overhead (header and trailer) for an ATM VC configured with AAL5 SNAP encapsulation?,GENERAL,CONNECTIVITY
3487,How can we configure the router to forward Dot1Q encapsulated packets on an Ethernet interface while considering AAL5-Mux 14-83 routed encapsulation and ATM network considerations?,ROUTING,CONNECTIVITY
3502,What changes are required to achieve identical behavior between an ASR 1K Series Aggregation Services Router running IOS XE and a router running IOS Classic when configuring excess bandwidth sharing?,ROUTING,QOS
3504,"What is the DSCP value used to protect critical control packets such as interface keepalives, BFD packets, and routing protocol hellos in a network?",SECURITY,QOS
3509,How do you verify the operation of scheduling with show policy-map interface command to view long term trends and complete view of the policy?,MONITORING,QOS
3512,What is the encapsulation method used for a downstream device and how do you calculate the overhead accounting adjustment?,GENERAL,QOS
3526,What type of flow control mechanism can be used to manage the data stream on a physical interface?,QOS,CONNECTIVITY
3561,How can we disable packet marking statistics in our Cisco device?,MONITORING,QOS
3600,What configuration command is required to enable load-balancing on a port-channel interface?,ROUTING,CONNECTIVITY
3615,What is the command sequence to configure Etherchannel load balancing on port-channel members?,ROUTING,CONNECTIVITY
3635,What is the purpose of the Selective Packet Discard (SPD) mechanism on a Routing Processor (RP)?,QOS,SECURITY
3637,How do you configure the maximum and minimum number of packets in the SPD process input queue for IPv6?,GENERAL,SECURITY
3660,How can I configure IP GRE to encapsulate Layer 3 packets with a total length of 24 + 14 bytes?,CONNECTIVITY,ROUTING
3665,What are the rate types for virtual circuits (VC) that can be configured in Cisco IOS?,GENERAL,QOS
3673,What is the policy configuration applied to multiple interfaces to define conforming and exceeding actions?,SECURITY,QOS
3681,What is the encapsulation type used by the BRAS-DSLAM when specifying IEEE 802.1Q VLAN encapsulation?,GENERAL,CONNECTIVITY
3697,How do we configure WRED (Weighted Random Early Detection) with exponential weighting constant to dampen changes in average queue depth for monitoring purposes?,MONITORING,QOS
3716,How can we ensure that PfRv3 policies created on the hub-master controller are properly propagated to all branch sites to support smart probing and scaling up to 2000 branches?,SECURITY,ROUTING
3717,How do we enable the PfRv3 border-master controller on our Cisco device?,SECURITY,ROUTING
3722,How can we configure the IP address of the hub-master controller and set the local domain master controller as the master?,GENERAL,CONNECTIVITY
3724,How do you enter the policy class configuration mode to configure load balancing on a Cisco device?,ROUTING,QOS
3725,How can I configure the path preference for applications in Cisco IOS?,QOS,ROUTING
3726,How do you configure the IP address of the hub-master controller for setting up the branch-master controller?,GENERAL,CONNECTIVITY
3728,How do I configure a border router to register with the local master controller?,ROUTING,CONNECTIVITY
3730,How can you enable privileged EXEC mode on a device and configure an IP address for an interface on the branch master controller?,GENERAL,CONNECTIVITY
3733,What type of load balancing is enabled by default in the master controller for default-class traffic?,GENERAL,ROUTING
3737,How do you configure Performance Routing (PFRv3) on a Cisco router?,QOS,ROUTING
3742,How do you configure the tunnel interface and tunnel path on R10?,CONNECTIVITY,ROUTING
3759,What is the desired configuration for interface GigabitEthernet4?,GENERAL,CONNECTIVITY
3765,How can you configure the source interface for the hub in the primary hub-master controller?,ROUTING,CONNECTIVITY
3767,How do you configure the default domain for the transit hub configuration?,GENERAL,CONNECTIVITY
3768,What is the command to configure the transit site support on a PfRv3 (Policy Feature Routing version 3) Transit Hub in Cisco IOS?,SECURITY,ROUTING
3772,How do you configure Data Center 1 (DC1) devices as hub-master controller?,GENERAL,CONNECTIVITY
3776,What is the command used to configure the tunnel from BR84 to DMVPN2 (INET) using GRE Multipoint mode with specified settings?,ROUTING,CONNECTIVITY
3782,What are the specific settings for the Tunnel100 interface on R11?,GENERAL,CONNECTIVITY
3783,How do you configure the tunnel interface and path from R12 to establish a VPN connection?,ROUTING,SECURITY
3784,What is the IP address of the source interface configured for border settings on R13?,SECURITY,ROUTING
3786,"What command can be used to create a channel with ID 8, destination site ID 10.2.11.11, and link name MPLS?",ROUTING,CONNECTIVITY
3791,How can we enable the Performance Routing v3 (PfRv3) Zero SLA Support feature to reduce probing frequency on various ISP links?,QOS,ROUTING
3794,"How to enable privileged EXEC mode and configure tunnel interface with bandwidth, IP address, and domain path settings?",GENERAL,ROUTING
3795,What is the correct Site ID configuration for each site?,GENERAL,CONNECTIVITY
3796,"What are the configuration settings for Tunnel1, including its status and SLA and Path of Last Resort options?",CONNECTIVITY,ROUTING
3798,How can I implement the requirement to reduce probing frequency on all channels using Zero-SLA on my Cisco ASR 1002-X router?,QOS,MONITORING
3804,What is the configuration command to establish a GRE multipoint tunnel with IPSec protection using the DMVPN-PROFILE1 profile on a Cisco router?,ROUTING,SECURITY
3805,How can you configure another tunnel path from R11 for a specific VPN scenario?,ROUTING,SECURITY
3806,What is the PfRv3 Path of Last Resort configuration for the current domain?,SECURITY,ROUTING
3807,What configuration changes have been made to conserve bandwidth and reduce smart probe frequency in this network?,QOS,MONITORING
3809,What is the purpose of setting the PfRv3 Fallback Timer in Cisco IOS?,SECURITY,ROUTING
3810,How can we prevent excessive switching between primary and backup paths for traffic class in PfRv3?,SECURITY,ROUTING
3816,How can we optimize the performance of our Cisco network by reducing unnecessary traffic probes?,QOS,MONITORING
3817,How do you configure PfRv3 Probe Reduction on a domain level to manage probing information for general and quick monitors?,SECURITY,MONITORING
3818,What is the command used to configure the device as a master hub and enter master controller configuration mode?,GENERAL,CONNECTIVITY
3820,"What is the purpose of the ""remote-ingress-bandwidth-check"" configuration command when implementing Performance Routing v3 (PfRv3) Intelligent Load Balance feature?",QOS,ROUTING
3821,How do I gain access to the device?,GENERAL,CONNECTIVITY
3823,What is the ingress capacity for the Tunnel20 external interface?,QOS,MONITORING
3824,"What is the current service provider used by Tunnel20 at Border 100.10.2.1, and what will happen if this primary provider becomes unavailable?",CONNECTIVITY,ROUTING
3826,How do I enable and configure the PfRv3 Remote Prefix Tracking feature on Cisco IOS XE devices?,SECURITY,ROUTING
3827,What is the purpose of enabling PfRv3 Remote Prefix Tracking on a master controller in our network?,SECURITY,ROUTING
3829,How can we configure PfRv3 Probe Reduction feature to define probe packets and intervals on channels for border hub routers?,SECURITY,ROUTING
3831,How can we configure channel profiles on border hub routers to ensure that higher-profile IDs probe slower than lower-profile IDs?,ROUTING,MONITORING
3834,How can you enable PfRv3 Inter-DC Optimization feature in a domain master controller advanced mode?,SECURITY,ROUTING
3838,What is the loopback IP address configured for Inter-DC on Transit Hub?,GENERAL,ROUTING
3839,What is the path preference priority for the Business class with sequence number 10?,QOS,ROUTING
3841,How can we configure the Cisco router to improve application performance by placing the SaaS server closer to the branch router?,QOS,CONNECTIVITY
3843,How do you ensure that flow paths are assigned to services like Office365 while considering NAT and firewall devices?,SECURITY,ROUTING
3844,How can we configure the DNS resolver for all DCA branches on the hub master controller?,GENERAL,CONNECTIVITY
3848,What is the description of the GigabitEthernet3.30 interface and what is its encapsulation?,GENERAL,CONNECTIVITY
3858,"What is the maximum number of entries that can be configured in a PfRv3 event trace, considering the memory consumption requirement?",SECURITY,MONITORING
3863,What is the maximum allowed XML size for a MC policy in Cisco IOS?,SECURITY,GENERAL
3864,"How do you activate the PMI (Policy Management Interface) policy for Tunnel30, specifically for ingress traffic?",SECURITY,QOS
3865,"What is an example of a SAF peering configuration for site-prefix sub-service using the provided IP address, data size, compressed size, and publish sequence number?",ROUTING,CONNECTIVITY
3871,How can I view summary information of all traffic classes and status information of the traffic class for the hub-master controller?,MONITORING,QOS
3872,How can we enable Bidirectional Forwarding Detection (BFD) protocol for fast forwarding path failure detection?,CONNECTIVITY,ROUTING
3873,How do we configure Bidirectional Forwarding Detection (BFD) to detect forwarding failures in both directions?,CONNECTIVITY,ROUTING
3875,What is the requirement for deploying BFD (Bidirectional Forwarding Detection) on routers?,CONNECTIVITY,ROUTING
3877,Is BFD support available on the Cisco 10720 Internet router for all types of interfaces?,CONNECTIVITY,ROUTING
3879,What is the default value for consecutive packets that can be missed before a TCP session is declared down on Cisco routers?,SECURITY,MONITORING
3881,What happens to the BFD session when the tunnel type is changed from a supported tunnel type to an unsupported one?,CONNECTIVITY,MONITORING
3882,What is the BFD detection time configuration for a single-hop IP tunnel deployed across physically adjacent devices?,ROUTING,MONITORING
3884,How can we configure BFD to detect fast peer failure detection in a network?,CONNECTIVITY,ROUTING
3886,What happens when both neighbors are running BFD Version 0 or one neighbor is running BFD Version 1?,ROUTING,MONITORING
3888,How can we increase the number of BFD sessions that can be created on Cisco IOS Release 12.2(33)SRC?,CONNECTIVITY,ROUTING
3889,What command must be configured on an interface to initiate BFD monitoring for nonbroadcast media interfaces and VPN routing and forwarding interfaces?,MONITORING,ROUTING
3890,"What is the primary benefit of enabling Nonstop Forwarding (NSF) in devices with stateful switchover (SSO), and how does it achieve this benefit?",GENERAL,ROUTING
3891,"What is the primary purpose of implementing BFD (Bidirectional Forwarding Detection) protocol in Stateful Switchover, particularly for detecting failures in the path between adjacent forwarding engines?",CONNECTIVITY,ROUTING
3892,How can you ensure that BFD sessions on standby RP do not receive or send packets until a switchover occurs?,SECURITY,ROUTING
3895,What is required to support ATM pseudowire control channel over VCCV in an MPLS network?,ROUTING,CONNECTIVITY
3896,What is the purpose of signaling the status in any concatenated path (AC) to the remote device where the BFD session is terminated?,ROUTING,MONITORING
3899,How do you configure bidirectional forwarding detection (BFD) on an interface to set baseline BFD session parameters?,CONNECTIVITY,ROUTING
3903,"How do you configure Bidirectional Forwarding Detection (BFD) on a Cisco 12,000 series router?",CONNECTIVITY,MONITORING
3905,How can we verify that the BFD neighbor is active and display the routing protocols registered by BFD?,ROUTING,MONITORING
3912,What happens when you enable both BFD echo mode and Unicast Reverse Path Forwarding (uRPF) configurations?,SECURITY,ROUTING
3914,How can you configure a single-hop BFD template in Cisco IOS?,CONNECTIVITY,ROUTING
3917,How can you configure BFD (Bidirectional Forwarding Detection) control channel over VCCV (Virtual Circuit Connection Verification) support for an ATM pseudowire?,SECURITY,CONNECTIVITY
3919,"When configuring MPLS pseudowires with a CC type that does not include IP/UDP headers, what commands can be used to achieve this?",ROUTING,CONNECTIVITY
3920,How can you configure BFD (Bidirectional Forwarding Detection) intervals for DMVPN (Dynamic Multipoint VPN)?,CONNECTIVITY,ROUTING
3922,How do you debug BFD (Bidirectional Forwarding Detection) control packets in Cisco IOS?,MONITORING,ROUTING
3923,How can we implement Bidirectional Forwarding Detection (BFD) on all interfaces in the router?,CONNECTIVITY,ROUTING
3925,What is the configuration for enabling Bidirectional Forwarding Detection (BFD) on Router A's Fast Ethernet 3/0.1 interface?,ROUTING,MONITORING
3931,What is the minimum receive (min_rx) value that needs to be set for BFD configuration on the router?,CONNECTIVITY,ROUTING
3935,What is the required configuration to establish BFD control channel over VCCV for ATM pseudowire between T-PE1 and T-PE2 devices?,ROUTING,CONNECTIVITY
3936,What is the configuration for BFD (Bidirectional Forwarding Detection) in this DMVPN setup?,CONNECTIVITY,ROUTING
3939,How can we support ATM Pseudowire feature in VCCV type-1 without an IP/UDP header?,ROUTING,CONNECTIVITY
3957,How can we enable single hop BFD on a Bridge Domain Interface (BDI) in Cisco IOS?,CONNECTIVITY,ROUTING
3959,How can we disable IP processing on an interface?,SECURITY,CONNECTIVITY
3967,How do you configure Single-Hop Authentication with BFD (Bidirectional Forwarding Detection) on a Cisco networking device?,CONNECTIVITY,ROUTING
3969,How can we enable IPv4 network failure detection between paths that are not directly connected in our router?,ROUTING,MONITORING
3982,What is the BFD configuration for Router A and Router B using the single-hop template?,CONNECTIVITY,MONITORING
3987,"What is the purpose of the ""dampening"" subcommand in the BFD template configuration example provided, and what values are set for this parameter?",ROUTING,MONITORING
3988,Can we use NBAR (Network Based Application Recognition) to classify non-IP traffic?,MONITORING,QOS
3991,How can we classify network traffic inside transient IPv6 tunnels?,SECURITY,QOS
3992,"What is the best approach to include only the portion of the URL that follows the ""www"" hostname in the match statement for classification?",SECURITY,QOS
3993,What is required to enable NBAR Extended Inspection for HTTP traffic?,SECURITY,QOS
3994,How do we perform subport classification of Citrix traffic based on the published application name or ICA tag number?,SECURITY,QOS
3996,What configuration is required for Seamless session sharing mode to operate properly?,GENERAL,SECURITY
3998,What is the default port number used by RTCP in NBAR configuration?,GENERAL,QOS
3999,How can we perform deep-packet inspection into RTP header for classification of RTP packets in Cisco devices?,SECURITY,QOS
4000,How do we implement a custom protocol naming convention with NBAR to limit the number of custom applications to 10?,SECURITY,QOS
4003,How can I update the protocols supported by NBAR2 (Network Based Application Recognition 2) without replacing the base IOS image on a device?,SECURITY,QOS
4005,What is the minimum number of payload packets required for NBAR classification in a flow?,GENERAL,QOS
4006,"What is the issue that may occur when NBAR (Network-Based Application Recognition) is enabled on Citrix protocol with ""app"" subclassification on VRF (Virtual Routing and Forwarding) interfaces?",SECURITY,QOS
4007,** How can you enable NBAR (Network-Based Application Recognition) to classify teredo and IPv4 traffic?,SECURITY,QOS
4009,What is the default configuration of NBAR (Network Based Application Recognition) support for CAPWAP recognition mode in a Cisco router?,SECURITY,QOS
4010,How can I enable NBAR (Network-Based Application Recognition) to recognize application traffic within a CAPWAP (Control and Provisioning of Wireless Access Points) tunnel on the Cisco IOS XE platform?,SECURITY,QOS
4014,How can you configure a class map to match specific applications using Cisco IOS?,SECURITY,QOS
4021,"How can we configure NBAR to classify Gnutella and FastTrack traffic containing ""*.mpeg"" or ""*cisco*"" in file-transfer?",SECURITY,QOS
4025,How can we customize the device to recognize and classify network traffic for Office 365 using NBAR (Network Based Application Recognition)?,SECURITY,QOS
4028,How do you load the NBAR2 Protocol Pack in Cisco IOS?,GENERAL,QOS
4029,How do I display information about a specific protocol pack in Cisco IOS?,GENERAL,MONITORING
4031,What is the maximum version of HTTP protocol supported by this Advanced Protocol Pack configuration?,GENERAL,CONNECTIVITY
4036,How can you configure NBAR (Network-Based Application Recognition) to discover traffic for all protocols on a particular interface?,SECURITY,QOS
4044,What command sequence enables privileged EXEC mode and configures NBAR to match unknown traffic?,GENERAL,QOS
4048,How can I display all class maps and their matching criteria?,MONITORING,QOS
4051,How do you configure a PDLM (Packet Data Link Module) for application recognition in Cisco's Network-Based Application Recognition (NBAR) feature?,SECURITY,QOS
4053,What feature enables stateful identification of real-time audio and video traffic in Cisco network devices?,SECURITY,QOS
4058,How do you add attribute values from sub-categories to a profile in Cisco IOS?,GENERAL,SECURITY
4061,How do you configure attributes for protocols using the NBAR2 Custom Protocol feature?,GENERAL,QOS
4063,How can we configure NBAR (Network Based Application Recognition) to identify custom applications and map static TCP and UDP port numbers?,SECURITY,QOS
4064,How can you inspect the payload of a specific protocol to look for certain matching string patterns at a particular offset?,MONITORING,SECURITY
4065,How can we define a custom protocol for NBAR to recognize additional static port applications and classify non-supported static port traffic?,SECURITY,QOS
4067,How do I introduce the custom configuration mode for IP Network-Based Application Recognition (NBAR) transport?,SECURITY,QOS
4070,How can we extend NBAR Protocol Discovery to classify and monitor additional static port applications or allow it to classify non-supported static port traffic?,MONITORING,QOS
4075,How can we display and configure custom protocol information on a Cisco device?,GENERAL,MONITORING
4076,How do you configure NBAR2 custom protocol to allow traffic inspection for specific IPv6 addresses and ports?,SECURITY,QOS
4077,How can we manage configuration graphs in the control plane client and data plane to handle packets from flows that were being classified while considering memory limitations?,MONITORING,QOS
4078,How do you define a custom protocol for NBAR Web-based Custom Protocols to match traffic based on HTTP URL and/or host name?,SECURITY,QOS
4079,How do you add a custom protocol to the router using the ip nbar command?,ROUTING,QOS
4086,What is the primary goal of configuring NBAR (Network-Based Application Recognition) in coarse-grain mode?,MONITORING,QOS
4089,How does Cisco NBAR handle SSL unique names that are not globally known or supported by NBAR?,SECURITY,QOS
4093,"How can we configure NBAR Custom Applications to classify TCP or UDP traffic with an IP address that matches a domain name containing the expression ""example""?",SECURITY,QOS
4094,How do you configure NBAR (Network Based Application Recognition) custom applications based on DNS name?,SECURITY,QOS
4095,How can we use NBAR (Network-Based Application Recognition) to customize applications based on DNS hostnames in Cisco IOS XE Release 3.15S or later?,MONITORING,QOS
4096,How can we classify DNS protocol changes in an NBAR2-enabled network?,GENERAL,MONITORING
4097,How can we configure the NBAR (Network Based Application Recognition) client on our router to classify DNS traffic similarly to how it handles associated application traffic?,SECURITY,QOS
4105,What is the service type value for callback-based login services?,GENERAL,SECURITY
4110,What is the compression protocol configuration for a link using PPP or SLIP?,GENERAL,CONNECTIVITY
4111,What is the supported option for vendor ID 9?,GENERAL,CONNECTIVITY
4114,What are the four accounting attributes that can be used to track session information in RADIUS?,SECURITY,MONITORING
4115,How do you configure Cisco router to record the time of event occurrence on NAS using attribute 55?,MONITORING,SECURITY
4116,"What are the maximum number of ports provided by the NAS, the port with which the user is connected by LAT, and the tunneling protocol(s) used?",GENERAL,CONNECTIVITY
4119,How can we configure a vendor-proprietary attribute in Cisco IOS?,GENERAL,SECURITY
4120,What is the PRI number type that defines the number to dial?,GENERAL,CONNECTIVITY
4122,What is the hello keepalive interval configured for L2TP?,GENERAL,CONNECTIVITY
4123,What is the disconnect cause value configured for H323 sessions in this Cisco router?,SECURITY,MONITORING
4131,How can we configure the NAS to support login hosts?,GENERAL,SECURITY
4145,How can we configure an accept list that includes only relevant accounting attributes to reduce unnecessary traffic and customize the accounting data for a specific purpose?,SECURITY,MONITORING
4147,What RADIUS statistics would you display to get information about accounting and authentication packets?,SECURITY,MONITORING
4180,How to configure IP address assignment for interfaces FastEthernet0?,GENERAL,CONNECTIVITY
4182,What is an important step to take when configuring IPsec Anti-Replay for QoS to prevent dropping packets due to old SPI?,QOS,SECURITY
4194,"To enable privileged EXEC mode and clear crypto sessions, what command can be used?",GENERAL,SECURITY
4197,What is the UDP header checksum value assigned by NAT when performing a PAT change?,SECURITY,CONNECTIVITY
4203,How can you configure the router to globally clear the setting for the Don't Fragment (DF) bit and copy the DF bit on the FastEthernet interface?,ROUTING,CONNECTIVITY
4227,How do you display information about Cisco Express Forwarding adjacency table or hardware Layer 3-switching adjacency table?,ROUTING,MONITORING
4233,How can we configure the Virtual Circuit (VC) activity levels in an ATM network for efficient multicast traffic delivery?,CONNECTIVITY,QOS
4239,How can we dynamically create ATM point-to-multipoint switched virtual circuits (SVCs) to handle IP multicast traffic more efficiently?,ROUTING,CONNECTIVITY
4249,What are the MRM components required to test a multicast environment?,MONITORING,ROUTING
4251,How can you configure an interface to monitor multiple groups in multicast legacy technologies?,ROUTING,MONITORING
4252,How do you configure an interface to operate as a Test Sender for one group and Test Receiver for another group?,CONNECTIVITY,ROUTING
4256,How can you send test packets using RTP and specify the target interfaces?,CONNECTIVITY,MONITORING
4258,"How can I configure a test scenario for receivers using access lists, packet delay, window, and report delay parameters?",QOS,MONITORING
4265,How can we include the source IP address of incoming packets in our syslog messages?,SECURITY,MONITORING
4272,How can we configure the Syslog Filter Module to escalate critical severity messages to a higher-level syslog server for further analysis?,SECURITY,MONITORING
4275,"How to set the email host IP, from, and friendly strings for sendmail in Cisco IOS?",GENERAL,MONITORING
4283,What is the maximum number of channels that can be used in a single BEEP session to transport syslog messages?,GENERAL,MONITORING
4284,"What is the mapping of severity levels to BEEP channels according to RFC 3081, section 3.1.4?",GENERAL,MONITORING
4286,How can we configure a Message Discriminator to filter out critical messages with severity level 1 or 2 from a specific facility in the message body?,SECURITY,MONITORING
4287,"How can we prevent an application from sending too many syslog messages without guaranteed delivery, while also ensuring that duplicate messages are eliminated and oscillating messages are not sent?",SECURITY,MONITORING
4288,How can we ensure that each connection has its own separate message discriminator in our syslog configuration?,SECURITY,MONITORING
4293,What is the recommended release version for enabling the Reliable Delivery and Filtering for Syslog feature on a Cisco device?,GENERAL,MONITORING
4316,What is the default setting for SPT switchover on all routers?,GENERAL,ROUTING
4326,How do we verify IPv4 multicast forwarding in a Bidir-PIM example with active sources and interested receivers?,ROUTING,MONITORING
4331,What is the command to verify IPv4 multicast forwarding using the Multicast Forwarding Information Base (MFIB) in a PIM-based network without active sources or interested receivers?,ROUTING,MONITORING
4336,How can we disable multicast forwarding on a distributed platform?,SECURITY,ROUTING
4386,"What is the minimum configuration required to identify individual subscribers using PPP or IP session and groups of subscribers using VLAN with outer tag ISP, E-DSLAM, or U-PE?",SECURITY,CONNECTIVITY
4414,"What are the steps to enable privileged EXEC mode and metadata on all interfaces, and create a class map for matching traffic to a specified class?",GENERAL,QOS
4421,How do you enable privileged EXEC mode and create a policy map with a specified name?,GENERAL,QOS
4422,How do you attach a per-flow admission policy to an interface in Cisco IOS?,SECURITY,QOS
4423,How can I configure Ethernet overhead accounting in a hierarchical policy?,MONITORING,QOS
4435,How can we ensure that the parent policy map is applied to the subinterface?,GENERAL,QOS
4441,What is the command to configure the interface type and enter interface configuration mode?,GENERAL,CONNECTIVITY
4442,How do you enable privileged EXEC mode and configure a class map with a match criterion on a Cisco router?,GENERAL,QOS
4448,How do you enable Ethernet Overhead Accounting on Gigabit Ethernet subinterface 1/0/0.100?,MONITORING,QOS
4454,What encapsulation type should the BRAS use to calculate the ATM overhead per packet?,ROUTING,CONNECTIVITY
4455,What is the offset size in bytes for ATM overhead accounting when using AAL5?,MONITORING,CONNECTIVITY
4458,How can we apply ATM cell tax in the ATM overhead calculation and adjust packet size accordingly when configuring ATM options?,GENERAL,QOS
4459,"What is the purpose of the ""show policy-map session"" command in an IPoE/PPPoE session?",MONITORING,QOS
4475,"What is the purpose of creating an ACL named ""IPOne-combined-acl"" and how is it used in class-maps for voice control?",SECURITY,QOS
4483,How can you activate Turbo Button Override using VSA 250 with default values?,GENERAL,QOS
4484,What is the OUT policy configuration for the target session?,SECURITY,QOS
4486,How do we deactivate the Turbo Button override using default values in VSA 252?,GENERAL,SECURITY
4487,How can we manage CoA (Cut-Over Activate) replay to synchronize provisioning events on the standby RP?,SECURITY,CONNECTIVITY
4491,What is the Cisco IOS command to configure PPP Session Queueing on ATM VCs feature for shaping and queueing PPP over Ethernet over ATM (PPPoEoA) sessions?,ROUTING,QOS
4492,How can we configure PPP Session Queueing on ATM VCs with both PTA and LAC configurations?,CONNECTIVITY,QOS
4493,How do I configure PPP session queueing on ATM VCs?,CONNECTIVITY,QOS
4503,How do I display information about all of the policy maps configured on the router?,MONITORING,QOS
4517,How do you prevent the removal of an active color-aware class map?,SECURITY,QOS
4527,What is the purpose of setting the ATM CLP (Cell Loss Priority) bit in an ATM network?,GENERAL,QOS
4534,How can I display statistics and configurations of all input and output policies attached to an interface?,MONITORING,QOS
4535,How can I display the statistics and configurations of all input and output policies attached to an interface?,MONITORING,QOS
4541,What is an effective way to reduce the load on the control plane in a network?,MONITORING,ROUTING
4545,What is the configuration of the police policy for traffic class TEST?,SECURITY,QOS
4552,What is the recommended configuration for associating loopback and virtual interfaces with physical interfaces?,GENERAL,ROUTING
4560,"What configuration command can be used to enable HTTP, SSH, and SNMP access through GigabitEthernet 0/3 interface?",SECURITY,CONNECTIVITY
4569,How can I display policy map information for a given service instance under an interface?,MONITORING,QOS
