id,question,ollama,openai,match
4166,How can we customize NAS-Port formats for different RADIUS server groups in our Cisco network?,SECURITY,SECURITY,True
4167,"How can we configure the RADIUS server to use different service types with their own respective service groups, allowing for customized NAS-port formats?",SECURITY,SECURITY,True
4168,How do you configure a RADIUS server for a specific group in Cisco IOS?,SECURITY,SECURITY,True
4169,Why is the RADIUS and TACACS+ server group system in my router choosing a particular server?,SECURITY,SECURITY,True
4170,How can you configure IPsec anti-replay window expanding and disabling on a Cisco router?,SECURITY,SECURITY,True
4171,What are the general steps to configure a VTI for site-to-site IPv6 IPsec protection on Cisco routers?,SECURITY,SECURITY,True
4172,How can we increase the maximum number of packets tracked by the IPsec Anti-Replay feature in our Cisco router configuration?,SECURITY,SECURITY,True
4173,How do you configure the IPsec Anti-Replay Window to expand and disable it in Cisco IOS?,SECURITY,SECURITY,True
4174,How can we increase the anti-replay window size for the decryptor to track more than 64 packets in an IPsec configuration?,SECURITY,SECURITY,True
4175,How do you configure the IPsec Anti-Replay Window for expanding and disabling it globally?,SECURITY,SECURITY,True
4176,How can you configure the IPsec anti-replay window size and disabling on a Cisco router?,SECURITY,SECURITY,True
4177,How can we ensure that our router is configured to handle a large number of packets received?,QOS,QOS,True
4178,What is the cryptographic configuration for IKEv1/ISAKMP setup on this router?,SECURITY,SECURITY,True
4179,What is the default anti-replay window size for IPsec connections to which specific IP addresses?,SECURITY,SECURITY,True
4180,How to configure IP address assignment for interfaces FastEthernet0?,GENERAL,CONNECTIVITY,False
4181,What is the purpose of the egress queuing scheme with sequence number alignment in Cisco routers?,QOS,QOS,True
4182,What is an important step to take when configuring IPsec Anti-Replay for QoS to prevent dropping packets due to old SPI?,QOS,SECURITY,False
4183,How can you prevent IPsec anti-replay attacks by modifying the default window size?,SECURITY,SECURITY,True
4184,"What is the command sequence to enable privileged EXEC mode and configure terminal for IKE module process with ""crypto isakmp invalid-spi-recovery""?",SECURITY,SECURITY,True
4185,What is the Crypto map tag used for configuring IPsec SA on FastEthernet0/0 interface?,SECURITY,SECURITY,True
4186,How can we enable replay detection in our Cisco router?,SECURITY,SECURITY,True
4187,"What are the supported transforms for ISAKMP in this system, and what is the configuration for inbound and outbound transforms?",SECURITY,SECURITY,True
4188,What is the crypto ISAKMP policy used in this configuration?,SECURITY,SECURITY,True
4189,What is the protocol used for dialing connections in this configuration?,CONNECTIVITY,CONNECTIVITY,True
4190,"What is the purpose of the ""crypto isakmp invalid-spi-recovery"" command in Cisco IOS?",SECURITY,SECURITY,True
4191,How can we configure the router to query the liveliness of its Internet Key Exchange (IKE) peer at regular intervals for earlier detection of dead peers?,SECURITY,SECURITY,True
4192,How can we enable DPD (Dead Peer Detection) support in an IKE peer to detect and remove dead peers from the VPN connection?,SECURITY,SECURITY,True
4193,How can we configure Cisco IOS keepalives or DPD features for stateless failover with multiple peers in the crypto map?,SECURITY,SECURITY,True
4194,"To enable privileged EXEC mode and clear crypto sessions, what command can be used?",GENERAL,SECURITY,False
4195,How can I configure my router to query the liveliness of its IKE peer at regular intervals?,SECURITY,SECURITY,True
4196,How do we detect the presence of a NAT device in a network path?,MONITORING,MONITORING,True
4197,What is the UDP header checksum value assigned by NAT when performing a PAT change?,SECURITY,CONNECTIVITY,False
4198,What is the correct way to implement UDP encapsulation for IPsec packets with Transport Mode and Tunnel Mode ESP encryption in Cisco IOS?,SECURITY,SECURITY,True
4199,How can you disable NAT traversal for networks that use IPsec-awareness NAT (spi-matching scheme) on a Cisco router?,SECURITY,SECURITY,True
4200,How can we modify the timer for every Internet Security Association Key Management Protocol (ISAKMP) security association (SA) when the keepalive for that SA is sent?,SECURITY,SECURITY,True
4201,How to enable ISAKMP NAT Keepalive and configure IPSEC with DES and SHA-HMAC transform-set?,SECURITY,SECURITY,True
4202,What configuration is required for interfaces sharing the same crypto map when using the local address feature in IPsec tunnel mode?,SECURITY,SECURITY,True
4203,How can you configure the router to globally clear the setting for the Don't Fragment (DF) bit and copy the DF bit on the FastEthernet interface?,ROUTING,CONNECTIVITY,False
4204, What is the command used to configure the DF (Don't Fragment) bit override functionality with IPsec tunnels?,SECURITY,SECURITY,True
4205,How can you configure the lifetimes for IPsec Security Associations (SAs) to better manage SAs?,SECURITY,SECURITY,True
4206,What is the command to configure the IPsec SA Idle Timer for a crypto map entry?,SECURITY,SECURITY,True
4207,How can you configure the IPsec SA idle timer to drop SAs for inactive peers after a certain number of seconds?,SECURITY,SECURITY,True
4208,How can you configure the idle timer to monitor SAs for activity and delete SAs for idle peers in a Cisco router?,SECURITY,SECURITY,True
4209,What is the Cisco IOS command used to configure Quality of Service (QoS) for IPv6 IPsec traffic?,QOS,QOS,True
4210,What configuration can be used to enable IPsec QoS policies for IPv6 traffic?,QOS,QOS,True
4211,How do you enable QoS group-based LLQ for IPsec encryption engines?,QOS,QOS,True
4212,How can I configure IPv6 IPsec Quality of Service (QoS) on a Cisco IOS XE device?,QOS,QOS,True
4213,How do you configure QoS pre-classify on an IPv6 IPsec tunnel interface?,QOS,QOS,True
4214,What commands would you use to configure an IPv6 address on a tunnel interface and enable QoS pre-classify on the tunnel interface?,QOS,QOS,True
4215,How do you specify the QoS group for LLQ in Cisco IOS?,QOS,QOS,True
4216,How do you enable QoS pre-classification on crypto map CM_V6 using the qos pre-classify command?,QOS,QOS,True
4217,How can we enable QoS pre-classification on the tunnel interface?,QOS,QOS,True
4218,How can we implement IPv6 IPsec QoS feature to apply QoS policies to IPv6 IPsec traffic in Cisco router?,QOS,QOS,True
4219,What is the primary purpose of IPsec protection when configuring it between Cisco routers?,SECURITY,SECURITY,True
4220,"What is the recommended configuration for implementing IPv6 with IPsec using AH authentication header and ESP extension header, and IKE for key management?",SECURITY,SECURITY,True
4221,"How can you ensure that the encryption, hash, authentication, and Diffie-Hellman parameter values in your peer's policies match the ones in your own policy?",SECURITY,SECURITY,True
4222,What is the recommended value for specifying the lifetime of an IKE SA in Cisco's ISAKMP policy?,SECURITY,SECURITY,True
4223,How can you enable privileged EXEC mode and configure an IPsec peer for IKE querying?,SECURITY,SECURITY,True
4224,What configuration command would you use to define an ISAKMP profile and audit IPsec user sessions?,SECURITY,SECURITY,True
4225,How do you configure IPv6 on a tunnel interface in Cisco IOS?,ROUTING,ROUTING,True
4226,How do you set the encapsulation mode for a tunnel interface and associate it with an IPsec profile?,SECURITY,SECURITY,True
4227,How do you display information about Cisco Express Forwarding adjacency table or hardware Layer 3-switching adjacency table?,ROUTING,MONITORING,False
4228,How can we troubleshoot IPsec network events on our Cisco router?,SECURITY,SECURITY,True
4229,What is the Cisco IOS command to configure ISAKMP policy for Site-to-Site IPv6 IPsec Protection?,SECURITY,SECURITY,True
4230,How can I enable image support for Cisco routers?,GENERAL,GENERAL,True
4231,What is the recommended configuration for configuring PIM in NBMA mode to handle multicast traffic efficiently in sparse mode groups?,ROUTING,ROUTING,True
4232,How do we configure Idling Policy in PIM to manage VCs based on their activity rate?,ROUTING,ROUTING,True
4233,How can we configure the Virtual Circuit (VC) activity levels in an ATM network for efficient multicast traffic delivery?,CONNECTIVITY,QOS,False
4234,"To enable PIM over ATM point-to-multipoint VCs for each multicast group that a receiver joins, what commands can be used in configuration mode?",ROUTING,ROUTING,True
4235,How can we configure the maximum number of Virtual Circuits (VCs) allowed for PIM?,ROUTING,ROUTING,True
4236,What is the command to configure PIM sparse mode on an ATM bundle interface?,ROUTING,ROUTING,True
4237,How can you exit the configuration mode in Cisco IOS?,GENERAL,GENERAL,True
4238,What is the configuration for IP Multicast over ATM on a Cisco router?,ROUTING,ROUTING,True
4239,How can we dynamically create ATM point-to-multipoint switched virtual circuits (SVCs) to handle IP multicast traffic more efficiently?,ROUTING,CONNECTIVITY,False
4240,What is the reliable multicast transport protocol used for multicast applications with basic reliability requirements in our network?,ROUTING,ROUTING,True
4241,How can we configure a Cisco device to handle PGM (Protocol Independent Multicast) transport data for multiple sources sending traffic to multiple receivers in a network?,ROUTING,ROUTING,True
4242,How can you enable PGM Host globally on a Cisco router and configure it to source PGM packets through a vif or physical interface?,ROUTING,ROUTING,True
4243,How can you enable PGM Host globally on a Cisco router?,ROUTING,ROUTING,True
4244,How can I display information specific to a PGM transport session?,MONITORING,MONITORING,True
4245,How can we enable PGM Router Assist on a vif interface?,ROUTING,ROUTING,True
4246,How can we enable PGM Router Assist on a physical interface and configure the router to forward PGM packets?,ROUTING,ROUTING,True
4247,How can I display the PGM Host traffic statistics on my Cisco router?,MONITORING,MONITORING,True
4248,What is the configuration for the IP PGM Host feature on this PGM Host with physical interfaces?,ROUTING,ROUTING,True
4249,What are the MRM components required to test a multicast environment?,MONITORING,ROUTING,False
4250,How can I enable the Test Receiver on a device interface?,MONITORING,MONITORING,True
4251,How can you configure an interface to monitor multiple groups in multicast legacy technologies?,ROUTING,MONITORING,False
4252,How do you configure an interface to operate as a Test Sender for one group and Test Receiver for another group?,CONNECTIVITY,ROUTING,False
4253,What is the interval setting for the Beacon messages in the Manager's configuration?,MONITORING,MONITORING,True
4254,How can we configure the Manager in Cisco IOS to monitor multicast routing?,MONITORING,MONITORING,True
4255,How do you specify the delay between test packets in Cisco IOS?,MONITORING,MONITORING,True
4256,How can you send test packets using RTP and specify the target interfaces?,CONNECTIVITY,MONITORING,False
4257,How can you specify sources for Test Receiver monitoring in MRM test?,MONITORING,MONITORING,True
4258,"How can I configure a test scenario for receivers using access lists, packet delay, window, and report delay parameters?",QOS,MONITORING,False
4259,How can I display information about MRM tests and interfaces?,MONITORING,MONITORING,True
4260,What are the IP addresses used for MRM (Media Resource Management) in the Test Sender and Receiver configurations?,CONNECTIVITY,CONNECTIVITY,True
4261,How can we configure the Embedded Syslog Manager to log system messages in different formats and send them to various syslog targets?,MONITORING,MONITORING,True
4262,How can we enable the system logging message to include both sequence numbers and timestamps?,MONITORING,MONITORING,True
4263,How can we customize Syslog filter modules to route user-defined streams to collectors?,MONITORING,MONITORING,True
4264,How can we store syslog filter modules and define their position in the filter chain?,MONITORING,MONITORING,True
4265,How can we include the source IP address of incoming packets in our syslog messages?,SECURITY,MONITORING,False
4266,How can we execute queued commands after a certain amount of time has passed?,GENERAL,GENERAL,True
4267,"How do you implement a logging filter for syslog filter modules with configurable parameters such as filter-url, position, and args in Cisco IOS?",MONITORING,MONITORING,True
4268,How can we configure the syslog server to send log messages to a specific host based on their stream value?,MONITORING,MONITORING,True
4269,How do you configure Syslog to send logs from a remote host to a central location?,MONITORING,MONITORING,True
4270,"What is the current status of system logging, including ESM (External System Manager) filtered logging?",MONITORING,MONITORING,True
4271,What is the console logging level used in this configuration?,MONITORING,MONITORING,True
4272,How can we configure the Syslog Filter Module to escalate critical severity messages to a higher-level syslog server for further analysis?,SECURITY,MONITORING,False
4273,"How do you configure the ""msg_to_watch"" array to define the location for the counting_guts.tcl script and set message categories to count with their respective dump times?",MONITORING,MONITORING,True
4274,How does the Embedded Syslog Manager - Message Counting Support Module handle message severity levels?,MONITORING,MONITORING,True
4275,"How to set the email host IP, from, and friendly strings for sendmail in Cisco IOS?",GENERAL,MONITORING,False
4276,How can I configure the Embedded Syslog Manager to filter syslog messages by facility and stream using CLI arguments?,MONITORING,MONITORING,True
4277,How can I add the Logging Source Interface IP address to all messages in Cisco IOS?,MONITORING,MONITORING,True
4278,What is the maximum storage space available for logging to local nonvolatile storage?,MONITORING,MONITORING,True
4279,How can you enable global configuration mode and enable system message logging to a local buffer with severity-based limits in Cisco IOS?,MONITORING,MONITORING,True
4280,How can we configure the logging file management to delete oldest log files based on timestamp and disk space?,MONITORING,MONITORING,True
4281,How can we ensure that logging messages are copied to an external disk for non-volatile storage?,MONITORING,MONITORING,True
4282,What are the required profiles for BEEP session configuration when provisioning services with a crypto image?,SECURITY,SECURITY,True
4283,What is the maximum number of channels that can be used in a single BEEP session to transport syslog messages?,GENERAL,MONITORING,False
4284,"What is the mapping of severity levels to BEEP channels according to RFC 3081, section 3.1.4?",GENERAL,MONITORING,False
4285,How can we ensure reliable delivery of syslog messages to a remote server?,MONITORING,MONITORING,True
4286,How can we configure a Message Discriminator to filter out critical messages with severity level 1 or 2 from a specific facility in the message body?,SECURITY,MONITORING,False
4287,"How can we prevent an application from sending too many syslog messages without guaranteed delivery, while also ensuring that duplicate messages are eliminated and oscillating messages are not sent?",SECURITY,MONITORING,False
4288,How can we ensure that each connection has its own separate message discriminator in our syslog configuration?,SECURITY,MONITORING,False
4289,How do you configure logging to a local buffer with a message discriminator in Cisco IOS?,MONITORING,MONITORING,True
4290,How can I configure a message discriminator to log specific messages in the terminal?,MONITORING,MONITORING,True
4291,"How can you configure a logging discriminator to filter messages based on mnemonics, severity level, and rate-limit?",MONITORING,MONITORING,True
4292,How can we configure syslog to ensure reliable delivery and filtering of log messages?,MONITORING,MONITORING,True
4293,What is the recommended release version for enabling the Reliable Delivery and Filtering for Syslog feature on a Cisco device?,GENERAL,MONITORING,False
4294,How can I enable DiffServ MIB support for quality of service (QoS) in my Cisco router?,QOS,QOS,True
4295,How do I enable DiffServ MIB support for Quality of Service (QoS) on a Cisco device?,QOS,QOS,True
4296,What are the different types of multicast tables used in general multicast routing and forwarding?,ROUTING,ROUTING,True
4297,"How can we maintain counts, rates, and bytes of received, dropped, and forwarded multicast packets?",MONITORING,MONITORING,True
4298,How can we configure a Cisco router to forward multicast packets using MFIB?,ROUTING,ROUTING,True
4299,How do you configure PIM-SM and PIM-SSM to enable multicast forwarding on Cisco IOS?,ROUTING,ROUTING,True
4300,What type of tunnel is dynamically created when a group-to-RP mapping is learned in the MFIB architecture?,ROUTING,ROUTING,True
4301,How can we verify IPv4 multicast forwarding in a PIM-SM network?,ROUTING,ROUTING,True
4302,How do you verify IPv4 multicast forwarding in a PIM network environment?,ROUTING,ROUTING,True
4303,How can we configure the flag to also appear in the MFIB?,ROUTING,ROUTING,True
4304,"What does the ""C"" flag in an MFIB entry indicate when running multicast groups in PIM-SM or PIM-DM mode?",ROUTING,ROUTING,True
4305,How can we optimize the performance of our multicast network by improving the group-to-RP mapping cache lookup?,ROUTING,ROUTING,True
4306,What is the IP address of the directly connected Auto-RP Discovery multicast group configured on the router?,ROUTING,ROUTING,True
4307,"What flag is displayed when the ""verbose"" keyword is specified in an RP# show ip mfib command?",MONITORING,MONITORING,True
4308,What command can be used to enable multicast data forwarding on the GigabitEthernet0/0/0 interface?,ROUTING,ROUTING,True
4309,What is the purpose of setting the NS flag on different interfaces in PIM-SM configuration?,ROUTING,ROUTING,True
4310,How do we configure the router to join a specific multicast group?,ROUTING,ROUTING,True
4311,What are the multicast group addresses that the router will join as both an RP (Rendering Agent) and a Mapping Agent?,ROUTING,ROUTING,True
4312,What is the purpose of creating PIM Encap and Decap Tunnels in a multicast network?,ROUTING,ROUTING,True
4313,"How do you verify IPv4 multicast forwarding using the MFIB in PIM-SM, PIM-SSM, and bidir-PIM networks?",ROUTING,ROUTING,True
4314,How can we verify IPv4 Multicast Forwarding using the MFIB and display the contents of the mroute table?,ROUTING,ROUTING,True
4315,What is the IP address of the RP (Auto-RP) agent for PIM Group-to-RP Mappings?,ROUTING,ROUTING,True
4316,What is the default setting for SPT switchover on all routers?,GENERAL,ROUTING,False
4317,What is the IP multicast routing configuration required to determine the group-to-RP mapping cache for multicast group 239.1.1.1?,ROUTING,ROUTING,True
4318,"To ensure that multicast traffic stays on the shared tree for Last-hop DRs (R4 and R7), what command should be used to set the SPT threshold?",ROUTING,ROUTING,True
4319,"Which command(s) should be used to configure Receiver A and Receiver B to join the multicast group at address (192.168.1.2, 232.1.1.1)?",ROUTING,ROUTING,True
4320,What happens when none of the routers in the network have any interested receivers for a given multicast group address?,ROUTING,ROUTING,True
4321,How can we enable forwarding using the Multicast Fast Inter-Domain Routing (MFIB) protocol in bidirectional multicast PIM networks?,ROUTING,ROUTING,True
4322,How to configure the multicast routing protocol on both R1 and R2 routers?,ROUTING,ROUTING,True
4323,What is the correct command to configure PIM sparse mode on the Ethernet1/0 interface?,ROUTING,ROUTING,True
4324,What are the RP (Rendezvous Point) and DF (Designated Forwarder) Winners configured for IP multicast routing setup using PIM with bidirectional multicast tunnels?,ROUTING,ROUTING,True
4325,What is the RP (Rendering Point) mapping configuration for the multicast group 239.195.0.0/16?,ROUTING,ROUTING,True
4326,How do we verify IPv4 multicast forwarding in a Bidir-PIM example with active sources and interested receivers?,ROUTING,MONITORING,False
4327,What is the correct PIM Group-to-RP mapping configuration for Source B to use RP 192.168.254.6?,ROUTING,ROUTING,True
4328,What is the Rendezvous Point (RP) address used for PIM?,ROUTING,ROUTING,True
4329,How do you verify IPv4 multicast forwarding when there are no active sources but interested receivers in a Bidir-PIM network?,ROUTING,ROUTING,True
4330,What is the configuration for PIM-SM on the network?,ROUTING,ROUTING,True
4331,What is the command to verify IPv4 multicast forwarding using the Multicast Forwarding Information Base (MFIB) in a PIM-based network without active sources or interested receivers?,ROUTING,MONITORING,False
4332,What is the configuration for the multicast routing mode on Serial1/0 interface?,ROUTING,ROUTING,True
4333,How can we verify IPv4 multicast forwarding in a Bidir-PIM example with no active sources and no interested receivers?,ROUTING,ROUTING,True
4334,How can we verify IPv4 multicast forwarding using the Multicast Forwarding Information Base (MFIB) in a Bidir-PIM example with no active sources and no interested receivers?,ROUTING,ROUTING,True
4335,How can we implement the combination of distributed MFIB and MRIB subsystems to allow a customized copy of the MFIB database in each line card and transport platform-specific information between RP and line cards?,ROUTING,ROUTING,True
4336,How can we disable multicast forwarding on a distributed platform?,SECURITY,ROUTING,False
4337,"How can I locate and download MIBs for selected platforms, Cisco IOS releases, and feature sets using Cisco MIB Locator?",MONITORING,MONITORING,True
4338,What type of congestion management protocol can be used to control packet ordering based on priority assignments?,QOS,QOS,True
4339,What is the command used to enable Weighted Fair Queueing (WFQ) on a Cisco router?,QOS,QOS,True
4340,What type of queueing mechanism can be assigned to an interface in a Multilink (MMP) configuration?,QOS,QOS,True
4341,How can we prioritize interactive applications without affecting FTP traffic on WAN links with bursty traffic and relatively lower data rates?,QOS,QOS,True
4342,What is the purpose of implementing LLQ and WFQ together in a priority queueing configuration?,QOS,QOS,True
4343,How does Weighted Fair Queueing (WFQ) manage traffic priority in a network conversation?,QOS,QOS,True
4344,What is the default queueing mode used on serial interfaces configured at E1 speeds or below to provide consistent response time for heavy and light network users without adding excessive bandwidth?,QOS,QOS,True
4345,How can we define traffic classes with specific characteristics in our Cisco network?,QOS,QOS,True
4346,What is the purpose of Class-Based Weighted Fair Queueing (CBWFQ) in Cisco routers?,QOS,QOS,True
4347,What are the steps involved in configuring a class policy for CBWFQ (Class-Based Weighted Fair Queuing) on Cisco routers?,QOS,QOS,True
4348,How can we configure CBWFQ (Class-Based Weighted Fair Queuing) with max-reserved-bandwidth to control bandwidth allocation?,QOS,QOS,True
4349,What are the requirements for configuring CBWFQ (Class-Based Weighted Fair Queuing) on a physical interface?,QOS,QOS,True
4350,How can we configure priority status for specific classes within a policy map in CBWFQ (Class-Based Weighted Fair Queuing)?,QOS,QOS,True
4351,How can we ensure that different types of real-time traffic are prioritized and handled efficiently by the network?,QOS,QOS,True
4352,How does the device ensure that priority class traffic stays within allocated bandwidth under congestion conditions?,QOS,QOS,True
4353,How can we configure LLQ to prioritize specific traffic types while avoiding starvation for non-priority traffic?,QOS,QOS,True
4354,How do I configure the Priority Queue in my network to manage traffic according to user-specified criteria?,QOS,QOS,True
4355,"How can we configure a priority queueing mechanism to manage traffic from all networking protocols, with fine-tuning available for IP and packet size boundaries?",QOS,QOS,True
4356,How can we implement Priority Queueing (PQ) on WAN links to ensure mission-critical traffic is given priority?,QOS,QOS,True
4357,Can the max-reserved-bandwidth command be used to change the maximum reserved bandwidth on which interface(s)?,QOS,QOS,True
4358,How can we implement traffic shaping for IPv6 packets in our network to ensure that certain flows do not overwhelm the network?,QOS,QOS,True
4359,"How can you implement traffic classification, policy management, and traffic shaping in an IPv6 environment?",QOS,QOS,True
4360,How do you configure bandwidth as a percentage within low latency queueing (LLQ) to allocate a specific percentage of bandwidth to an entity and non-priority traffic classes?,QOS,QOS,True
4361,"How can we configure CBWFQ to accommodate networks with a large number of interfaces, all with differing bandwidths and associated with a policy map that allocates proportional bandwidths to multiple classes?",QOS,QOS,True
4362,How can you allocate bandwidth as a relative percentage of the total bandwidth on an interface in Cisco IOS?,QOS,QOS,True
4363,How do I configure Low Latency Queueing (LLQ) with Priority Percentage Support on a Cisco device?,QOS,QOS,True
4364,"What are the necessary steps to enter the name of the policy map to be created or modified, and specify a class for configuring its policy?",QOS,QOS,True
4365,How can I display the configuration of a specific policy map or all existing policy maps?,QOS,QOS,True
4366,"How do you guarantee 10% of interface bandwidth for the class called ""voice"" in Cisco IOS?",QOS,QOS,True
4367,How do you set bandwidth for different classes in a policy map on a router?,QOS,QOS,True
4368,What is an example of how to configure Low Latency Queueing with Priority Percentage Support in Cisco IOS?,QOS,QOS,True
4369,What is the recommended configuration for voice packet marking when using encryption?,QOS,QOS,True
4370,How can you configure a service policy to prioritize specific traffic classes?,QOS,QOS,True
4371,How do you configure a strict priority class with a specific amount of bandwidth in kbps?,QOS,QOS,True
4372,How do you configure a class policy using a specified bandwidth?,QOS,QOS,True
4373,What is the packet count limit that can be configured for a queue in Cisco ASR 1k series router running Cisco IOS XE Software Release 2.1?,QOS,QOS,True
4374,How can you set the depth of a traffic class queue in Cisco IOS?,QOS,QOS,True
4375,How do you configure traffic classes with QoS features in Cisco IOS?,QOS,QOS,True
4376,What is the policy map configuration that sets a queue limit of 32 for Class1 and enables bandwidth allocation for both Class1 and Class2?,QOS,QOS,True
4377,What is the Class-map configuration for Silver-5-PR?,QOS,QOS,True
4378,"How can we configure a policy map with two classes, Bronze and Gold, and assign different priority levels to each class within the policy map?",QOS,QOS,True
4379,How can we reduce delay and improve latency in traffic delivery for different classes of traffic in a network?,QOS,QOS,True
4380,How can we configure the priority command and the priority level command in the same policy map with traffic policing enabled on the priority queue?,QOS,QOS,True
4381,How do I configure traffic policing on a Cisco router to limit the committed information rate (CIR) to 1000 Mbps and use 20% of available bandwidth?,QOS,QOS,True
4382,How do you configure policing for priority traffic to prevent bandwidth starvation in multi-level priority queues?,QOS,QOS,True
4383,How to configure MPQ (Multi-Level Priority Queues) till priority level 7 on Cisco IOS XE Fuji 16.8.x?,QOS,QOS,True
4384,How do you specify the maximum size of a custom queue in Cisco Router configuration?,QOS,QOS,True
4385,How can we implement traffic shaping for VLANs and individual sessions with QoS services for different classes of traffic in our network?,QOS,QOS,True
4386,"What is the minimum configuration required to identify individual subscribers using PPP or IP session and groups of subscribers using VLAN with outer tag ISP, E-DSLAM, or U-PE?",SECURITY,CONNECTIVITY,False
4387,How can I enable QoS Hierarchical Queueing for Ethernet DSLAMs?,QOS,QOS,True
4388,What is an example of a policy-map name that can be used for QoS Hierarchical Queueing for Ethernet DSLAMs?,QOS,QOS,True
4389,How do you configure a precedence level for traffic class in a policy map?,QOS,QOS,True
4390,How can you set the Layer 2 CoS value for outgoing packets in a service policy?,QOS,QOS,True
4391,How do you apply a child policy map to a parent class-default in Cisco IOS configuration?,QOS,QOS,True
4392,How can you configure a hierarchical queueing policy map to prioritize traffic on subinterfaces?,QOS,QOS,True
4393,How can you configure QoS hierarchical queueing policy map on a subinterface and provide aggregate shaping for a large number of subscribers?,QOS,QOS,True
4394,How do we implement a hierarchical queueing policy map to create subscriber groups on subinterfaces?,QOS,QOS,True
4395,"How do you configure QoS settings for each class (video, gaming, VoIP, and default) in Cisco IOS?",QOS,QOS,True
4396,How can you configure traffic shaping and bandwidth allocation for service A and service Z using policy maps on the router?,QOS,QOS,True
4397,How can we configure Quality of Service (QoS) hierarchical queueing policy maps on VLANs with subscriber lines grouped by arbitrary QinQ?,QOS,QOS,True
4398,What is the configuration to allocate bandwidth for VoIP traffic in a router?,QOS,QOS,True
4399,What are the bandwidth allocation settings for ingress traffic for different user classes in a given policy map?,QOS,QOS,True
4400,What are the configuration steps to set up policy maps for incoming and outgoing traffic for ISP A and ISP Z classes?,QOS,QOS,True
4401,How can I apply QoS hierarchical queueing policy maps on sessions?,QOS,QOS,True
4402,"What are the CoS values assigned to different types of traffic in the ""service_a_out"" policy map?",QOS,QOS,True
4403,"What is the bandwidth shaping configuration for service x and service z in the ""rate_x_service_z_out"" policy map?",QOS,QOS,True
4404,What QoS hierarchical queueing policy map configuration can be applied to sessions with multiple PPP/IP sessions per subscriber line?,QOS,QOS,True
4405,How can you configure QoS hierarchical queueing policy maps on sessions and subinterfaces in E-DSLAM applications on Cisco ASR 1000 Series Routers running Cisco IOS XE Release 2.4?,QOS,QOS,True
4406,How can we configure QoS Hierarchical Queueing for ATM DSLAMs in Cisco IOS?,QOS,QOS,True
4407,What is the command used to specify the weight (ratio) for the ATM VC and bandwidth remaining ratio in a Cisco router?,QOS,QOS,True
4408,What is the configuration command to apply QoS settings to the `class-default` class in the `session-a-child` policy map?,QOS,QOS,True
4409,How can we configure a policy map with queueing policies for an ATM VC?,QOS,QOS,True
4410,What is an example of a policy-map command that can be used to configure QoS hierarchical queueing for ATM DSLAMs?,QOS,QOS,True
4411,What are the steps to implement QoS hierarchical queueing policy maps on sessions for DSLAMs?,QOS,QOS,True
4412,"What is the correct command to apply the QoS policy map ""rate-1-service-a-in"" to an ATM DSLAM interface on a Cisco IOS XE router?",QOS,QOS,True
4413,How do you configure QoS hierarchical queueing policy maps on sessions with multiple PPP/IP sessions per subscriber line using aggregate shaping?,QOS,QOS,True
4414,"What are the steps to enable privileged EXEC mode and metadata on all interfaces, and create a class map for matching traffic to a specified class?",GENERAL,QOS,False
4415,What DSCP values are matched in the class map configuration for congestion management?,QOS,QOS,True
4416,How can you configure a Child Policy Map in Cisco IOS to prioritize specific traffic classes?,QOS,QOS,True
4417,What DSCP value are you assigning to mark up admitted flow and mark down un-admitted flow for improved priority handling?,QOS,QOS,True
4418,How do you configure per-flow admission for a class in Cisco IOS?,QOS,QOS,True
4419,How do I create a policy map with the specified name in Cisco IOS?,QOS,QOS,True
4420,How do you configure the size of the bandwidth pool and specify how much bandwidth to allocate for each flow in the per-flow admission policy on Cisco router?,QOS,QOS,True
4421,How do you enable privileged EXEC mode and create a policy map with a specified name?,GENERAL,QOS,False
4422,How do you attach a per-flow admission policy to an interface in Cisco IOS?,SECURITY,QOS,False
4423,How can I configure Ethernet overhead accounting in a hierarchical policy?,MONITORING,QOS,False
4424,What is the primary difference between policers and shapers in Cisco IOS XE when it comes to traffic regulation mechanisms for QoS?,QOS,QOS,True
4425,How can I configure token bucket traffic shaping to regulate data flow on my Cisco router?,QOS,QOS,True
4426,How can I control the maximum rate of traffic sent or received on an interface and partition a network into multiple priority levels or class of service (CoS) using Cisco IOS?,QOS,QOS,True
4427,How do we configure traffic policing on an interface to regulate packet flow and control the speed of traffic on a network?,QOS,QOS,True
4428,How do you define traffic classes for Quality of Service (QoS) in an IPv6 environment?,QOS,QOS,True
4429,How do you configure flow-based queueing for IPv6 environments?,QOS,QOS,True
4430,How can we prioritize subscriber traffic during periods of congestion in our network?,QOS,QOS,True
4431,How do I configure the bandwidth-remaining ratio for a subinterface on a Cisco router?,QOS,QOS,True
4432,How can we configure the distribution of remaining bandwidth using ratios for class queues in Cisco IOS?,QOS,QOS,True
4433,What command would you use to enter policy-map configuration mode?,QOS,QOS,True
4434,How do I configure the Bandwidth Remaining Ratio for subinterfaces in Cisco IOS?,QOS,QOS,True
4435,How can we ensure that the parent policy map is applied to the subinterface?,GENERAL,QOS,False
4436,What command is used to specify the relative weight of a subinterface or queue with respect to other subinterfaces or queues during congestion?,QOS,QOS,True
4437,How can I configure traffic shaping to limit the amount of bandwidth used by a specific protocol or application on an interface?,QOS,QOS,True
4438,How would you configure QoS Percentage-Based Shaping on an interface?,QOS,QOS,True
