id;question;category
3624;What is the maximum number of member links that can be used in a port channel to achieve aggregate EtherChannel Quality of Service (QoS) scalability?;QOS
3625;How can you enable the aggregate port-channel interface for Quality of Service (QoS) on a platform?;QOS
3626;How can you configure the service policy for an output interface in Cisco IOS?;QOS
3627;How do you disable Aggregate EtherChannel Quality of Service (QoS) configuration on a Cisco router?;QOS
3628;How can we police and shape traffic for specific VLANs with different bandwidth limits?;QOS
3629;How to disable Aggregate EtherChannel Subinterface and Quality of Service (QoS) for an interface?;QOS
3630;How to configure aggregate EtherChannel for subinterface quality of service (QoS) on a Cisco device?;QOS
3631;How can you configure QoS (Quality of Service) for a device using class-maps and policy-map?;QOS
3632;What is the command used to apply Quality of Service (QoS) policy-map sub_egress_policy with class class-default and bandwidth remaining ratio 3 to a Port Channel Subinterface?;QOS
3633;How do you enter interface configuration mode to configure a virtual template interface?;GENERAL
3634;What is the policing configuration for P2P traffic?;QOS
3636;What happens when the length of the IPv6 packet input queue is equal to the SPD maximum threshold?;SECURITY
3638;How do I configure extended SPAD (Superframe) headroom in my Cisco router?;QOS
3639;How can we extend the QoS Packet Matching Statistics feature to track the number of packets and bytes matching individual access control elements (ACEs) used in a filter?;QOS
3640;How do you enable Per ACE QoS statistics feature on a device?;QOS
3641;How can I enable Quality of Service (QoS) per-filter packet-matching statistics on my Cisco device?;QOS
3642;How can I support per ACE QoS statistics in my Cisco software release?;QOS
3643;How can we configure the policer to ensure that traffic sent to the provider is restricted by a specific service rate?;QOS
3644;How do I define the burst tolerance (Bc) for conforming packets in a three-color policer on Cisco IOS?;QOS
3645;What is the purpose of setting a Committed Information Rate (CIR) in a given interval?;QOS
3646;How can we configure the policer to take into account network congestion and mark packets differently for conforming and exceeding traffic?;QOS
3647;What is the correct configuration command to police traffic with a rate of 1 Mbps, transmitting traffic that arrives at or below the rate and marking packets' DSCP value for exceeding traffic?;QOS
3648;How do you configure Cisco IOS to store a tunnel IP Precedence value that will be written to a tunnel header if and when such a header is added to the current packet?;QOS
3649;What is the policer action that transmits the packet without modifying any field therein?;QOS
3650;How can we configure class-based policing to mark RTP traffic with COS 3 if it exceeds the configured rate, while dropping any other excess traffic?;QOS
3651;How can I configure a police value of 10 Mbps in Cisco IOS software?;QOS
3652;How does the token bucket scheme in our network work when accommodating bursts while enforcing CIR over time?;QOS
3653;What happens when tokens arrive at the Class-Based Policer (CBP) and both conforming and exceeding token buckets are full?;QOS
3654;How do you configure QoS Packet Policing with Dual-Rate and Three-Color Policer in Cisco router?;QOS
3655;What policer configuration would allow traffic to be policed using a 2R3C policer to differentiate between conforming, exceeding, and violating traffic rates based on CIR and PIR values?;QOS
3656;What actions will the dual-rate policer take for packets that conform to the rate limit, exceed the rate limit with decreased priority, and violate the rate limit?;QOS
3657;What is the correct configuration for traffic policing based on bandwidth and burst size in Cisco IOS?;QOS
3658;What is the policing rate for Layer 3 and Layer 2 header length calculation to determine packets per second in this configuration?;QOS
3659;How does the ASR 1k Series Aggregation Services Router calculate the policer rate for GRE/QoS Policy Length on tunnel interfaces?;QOS
3661;What is the maximum packet size that would allow up to 50% of the traffic on the physical link to be conforming, considering a policer that includes all inter-packet overhead?;QOS
3662;What is the configured policing rate for the class-default policy in the hardware-example policy map?;QOS
3663;"What is the configured policing policy for traffic arriving at GigabitEthernet1/0/0 in the ""hardware-example"" policy set?";QOS
3664;What is the key advantage of using Percentage-based Policing feature for traffic policing in Cisco IOS?;QOS
3666;What is the service policy configuration that enforces quality of service (QoS) packet policing based on a percentage?;QOS
3667;What is the configuration command to set the offered rate to 13,000 bps and drop rate to 0 bps for the default class, and attach the police-percent policy to a POS OC3 interface?;QOS
3668;How can I implement color-aware policing on ASR 1000 with support for QoS group matching?;QOS
3669;How can we configure a color-aware policer to match all packets from the DSCP assured forwarding traffic class, AF4?;QOS
3670;What is the policer configuration for voice traffic in a hierarchical policer setup?;QOS
3671;How do I configure a percent-based policer at the grandchild level in a policy map to allocate bandwidth based on available interface bandwidth or constrained class rates?;QOS
3672;What is the police cir percent for class AF12 in the given configuration?;QOS
3674;How can we configure a single-rate two-color policer that appears as a single-rate three-color policer in the output of the dataplane command?;QOS
3675;How can I view the real-time hardware behavior and meaningful statistics for a policer rate-limiting all traffic entering an interface in a Simple Network Admission Control (SNAC) configuration?;MONITORING
3676;How can you enforce a cap on voice traffic within the contracted service rate while prioritizing voice traffic?;QOS
3677;How can we ensure that any traffic admitted by the child policer is also admitted by the parent using a color-aware policer?;QOS
3678;How can we configure a single-rate, three-color policer to police traffic with a rate of 10% of the line rate?;QOS
3679;What is the type of policer used to enforce QoS (Quality of Service) policies in Cisco IOS?;QOS
3680;How can we configure the Committed Information Rate (CIR) for a Frame Relay PVC and specify actions for conforming, exceeding, and violating traffic?;QOS
3682;How can we control the depth of queues in Cisco IOS XE devices?;QOS
3683;How can we control packet drop in nearly full queues and prevent starvation for other interfaces?;QOS
3684;What happens when the queue depth reaches the preconfigured limit on a Cisco network device?;QOS
3685;How can we review queue-limits to prevent an individual queue or interface from consuming too much memory?;QOS
3686;What would happen if we try to enqueue a data packet when memory utilization exceeds the threshold set for dropping non-priority packets?;QOS
3687;How do you configure the QoS (Quality of Service) mode for packet or byte mode in a queue depth reporting system when creating a queue?;QOS
3688;How does the visible bandwidth of a queue depend on the configuration commands used?;QOS
3689;What would be the default queue-limits for an interface if it is shaped to 100 Mbps?;QOS
3690;What is the queue-limit set for the voice queue in this configuration?;QOS
3691;How can we configure the class-default queue to limit the number of packets it can hold?;QOS
3692;How can we achieve more granular control over packet memory consumption by a given queue?;QOS
3693;How can you change the mode of a queue from packet to byte in Cisco IOS?;QOS
3694;What is the Quality of Service (QoS) configuration for a router to prioritize critical data traffic?;QOS
3695;What command would you use to change the queue limit for the interface default queue?;QOS
3696;What is the recommended WRED configuration on the link connecting the router to the network to determine congestion?;QOS
3698;How do you calculate the average queue depth at the current enqueue time when using WRED (Weighted Random Early Detection) on an ASR 1000 Router?;QOS
3699;What are the WRED configuration settings for IP precedence 0 to optimize drop probability and threshold values based on queue limit and interface speed?;QOS
3700;How do you change the WRED (Weighted Random Early Detection) drop curve for a specific DSCP (Differentiated Services Code Point) value?;QOS
3701;What is the new maximum threshold for WRED (Weighted Random Early Detection) to provide preferential treatment to af11 over af12 under congestion?;QOS
3702;What is the condition for WRED (Weighted Random Early Detection) tail drop to occur for af12 packets in this configuration?;QOS
3703;What steps can be taken to modify maximum thresholds to ensure that behavior is as expected during congestion when operating in ECN mode with Weighted Random Early Detection (WRED)?;QOS
3704;What is enabled for queue limits and WRED (Weighted Random Early Detection) on an IOS XE Gibraltar 16.11.x device?;QOS
3705;What are the default minimum thresholds for dropping packets with different precedence values in Cisco IOS, and how can I configure them?;QOS
3706;How do we implement Weighted Random Early Detection (WRED) in a network device to determine the appropriate drop probability based on packet type?;QOS
3707;What is the configuration for the WRED (Weighted Random Early Detection) mechanism in precedence-based mode?;QOS
3708;What is the default behavior of WRED in Cisco IOS when configured for Queue Limits and WRED Precedence Mode?;QOS
3709;What Cisco IOS command can be used to provide preferential treatment to af11 over af12 on the egress interface?;QOS
3710;What action is taken when traffic exceeds the PIR?;QOS
3711;What is the configuration to implement preferential treatment for egress interface traffic in discard-class-based mode?;QOS
3712;Question: What is the WRED configuration in discard-class mode to manage traffic and create drop curves for in-contract and out-of-contract traffic?;QOS
3713;How do you enable Weighted Random Early Detection (WRED) in DSCP mode and tune its Drop Curve for a specific precedence value?;QOS
3714;What are some possible chapters in the Performance Routing Version 3 Configuration Guide that can help network managers and administrators configure and verify different components of PfRv3?;ROUTING
3715;How can we implement centralized provisioning for our network devices?;GENERAL
3718;How can we define customized user-defined policy values for PfRv3 and link group configuration to ensure optimal routing?;ROUTING
3719;How can you configure the prefix-list containing a list of site prefixes on a device?;ROUTING
3720;How can we define a static site-prefix for the local site and disable automatic site-prefix learning on the border router?;ROUTING
3721;How can I configure PfRv3 on the hub-border router to specify the source interface, IP address of the hub-master controller, and path name on external interfaces?;ROUTING
3723;How do you configure the default Virtual Routing and Forwarding (VRF) instance for the default domain?;ROUTING
3727;How do you configure the loopback interface as a source for peering with other sites or master controller in Cisco IOS?;ROUTING
3729;How do you configure the loopback address used as a source for peering with other sites or the master controller in a domain-vrf context?;ROUTING
3731;How do you configure the master type of a device as a branch and set the loopback used as a source for peering with other sites or master controller?;ROUTING
3732;How can we configure policy thresholds per class based on either DSCP or application in our Cisco network?;QOS
3734;How do you verify that a hub-border router has an UP border status, correct external interface path names, and meets the minimum requirements?;MONITORING
3735;How can you verify that the hub-border router is configured accurately?;MONITORING
3736;What are some best practices for optimizing WAN reliability and bandwidth for video-based applications in a large enterprise network between headquarter site and branch sites?;QOS
3738;"How do you configure the Hub Master Controller (Cisco ASR 1002-X router) as a hub-master controller within domain ""one"" using an appropriate VRF configuration?";ROUTING
3739;How can we configure the interfaces on hub border router (BR1) and set up MPLS path preference?;ROUTING
3740;What commands are required to configure the interfaces on hub border router (BR1) and configure the device as border router (BR2)?;ROUTING
3741;How to configure a GRE multipoint tunnel with IPsec protection and specific settings on Branch Routers?;SECURITY
3743;What is the correct configuration to set the IP address on Loopback0 interface for Performance Routing Version 3?;ROUTING
3744;What is the command to set up the domain name for R11 as per the requirement?;GENERAL
3745;How can you configure another tunnel path from R11 to support traffic with the IP address 10.0.200.11 and network ID 2?;ROUTING
3746;How do you configure the device as a branch master controller (R12)?;GENERAL
3747;How can you configure an interface to use GRE multipoint tunneling with specific IP address, NHRP settings, and tunnel settings?;ROUTING
3748;How to configure an external MPLS tunnel with 3 default channels and Tunnel ID Tunnel0 on Cisco IOS router?;ROUTING
3749;What is the autonomous system number used in EIGRP configuration?;ROUTING
3750;How can you configure a Gigabit Ethernet interface with a specific IP subnet and set the speed and negotiation settings?;CONNECTIVITY
3751;How can you configure EIGRP to run on the network with specific parameters?;ROUTING
3752;What IP address and subnet mask have been configured for interface GigabitEthernet3?;CONNECTIVITY
3753;What is the EIGRP redistribute command that allows BGP routes to be redistributed into EIGRP with a metric of 100000?;ROUTING
3754;How can we configure an OSPF router to advertise its own IP address as the next-hop and prevent it from advertising specific routes?;ROUTING
3755;What is the correct configuration to configure an interface with encapsulation dot1Q 100, IP address 10.1.10.1, and a subnet mask of 255.255.255.0 on GigabitEthernet5.100?;CONNECTIVITY
3756;What is the command to configure OSPF with network address 172.16.102.10/30, area 0, and router ID 10.2.10.10?;ROUTING
3757;What are the IPsec settings for the CSR1K device with DMVPN configuration?;SECURITY
3758;What is the tunnel source interface for the IPSEC Profile DMVPN-PROFILE1?;SECURITY
3760;How can we disable the HTTP server and secure server on our Cisco device?;SECURITY
3761;What command can be used to enable PfRv3 Transit Site Support feature to configure multiple data centers at the hub site in a Cisco router?;ROUTING
3762;How can we configure the communication between the branch site and master-hub controller through two next-hops (hub-branch routers) located at the hub site, ensuring that if one hub-border router is down, the branch site can still communicate through the second hub-border router?;ROUTING
3763;How can I differentiate traffic from different ISP paths in a DMVPN domain?;ROUTING
3764;How can I configure a transit hub for dual data centers with the same prefix on my Cisco ASR 1K or 4K router?;ROUTING
3766;How do we configure the Transit Hub in PfRv3 to support Transit Site Support?;ROUTING
3769;How do you configure the source interface of the border router in a transit site support scenario?;ROUTING
3770;What IP address and subnet mask were configured for the interface on Border Router 1?;CONNECTIVITY
3771;What are the necessary steps to configure the loopback used as a source for peering with other sites or master controller?;ROUTING
3773;How do you configure the priority, loss threshold, and one-way-delay threshold for a class type in HubMC?;QOS
3774;How do you configure a Virtual Routing and Forwarding (VRF) instance for Border Gateway Protocol (BGP) on BR84?;ROUTING
3775;What is the IP address configuration for the Loopback0 interface on the border router (BR85), and how do you configure BR85 as a border router?;ROUTING
3777;What are the configuration steps to set up the device as transit-hub master controller and border router (BR94)?;ROUTING
3778;How can we configure the tunnel from BR94 to DMVPN1 with the specified parameters?;ROUTING
3779;What is the command to configure the tunnel source interface for the GRE multicast tunnel from BR95 to DMVPN2 (INET)?;ROUTING
3780;How can we configure the device as branch-master controller and set up a tunnel interface to connect to R10?;CONNECTIVITY
3781;What are the necessary GRE multipoint tunnel configuration settings on R10 to establish a secure and optimized tunnel with specific parameters?;ROUTING
3785;How can we ensure that the variance between external links and internet links is less than 20%?;QOS
3787;What is the default priority value for a given requirement in Cisco IOS?;GENERAL
3788;What is the Master IP address of the device, and how long will it take for the device to establish connection with the master?;CONNECTIVITY
3789;What is the minimum mask length setting in the Performance Routing (PFR) configuration?;ROUTING
3790;What is the probe frequency set for channels with traffic in the Border Smart Probe Stats configuration?;MONITORING
3792;How can we upgrade our hub-border routers with the latest Cisco IOS image to enable the Zero SLA (Shared Label Address) feature in Performance Routing v3?;ROUTING
3793;Is Zero Trust Architecture support enabled by default in Cisco IOS XE Release 3.14 or later?;SECURITY
3797;What is the one-way delay for packets in this ODE statistics bucket?;MONITORING
3799;How do you configure the Branch Routers (Cisco 4451X Integrated Services Router) as a Hub Master Controller?;ROUTING
3800;What are the necessary steps to configure the interfaces on hub border router (BR1) as a border router?;ROUTING
3801;What is the configuration command to enable Zero-SLA (Zero-Setup Label Allocation) on the tunnel interface from BR1 to DMVPN1 (MPLS) link?;ROUTING
3802;What is the IP address of the tunnel interface from R10?;CONNECTIVITY
3803;How do you configure the tunnel interface and tunnel path from R11 to establish an NHRP mapping?;ROUTING
3808;How do I configure the PfRv3 Fallback Timer to set the time interval for re-evaluation of the primary path?;ROUTING
3811;How do you increase the evaluation interval for a secondary path to prevent excessive switching between primary and secondary paths?;ROUTING
3812;How do you configure the PfRv3 fallback timer?;ROUTING
3813;How do you configure the fallback timer for class SER_CS1 and SER_EF in the green VRF domain policy?;QOS
3814;How do you disable the fallback timer globally for traffic class switching?;QOS
3815;How can we configure the fallback timer for a traffic class in Performance Routing Version 3 to restore it to the default value of 3 minutes?;ROUTING
3819;What is the interval at which the Smart-probe bursts quickly with 10 packets?;MONITORING
3822;How do you configure PfRv3 Intelligent Load Balance on a device?;ROUTING
3825;How does the Border site prefix database get populated with site prefixes from remote and local site masters?;ROUTING
3828;To view the prefix information associated with a border router, which command should you use?;ROUTING
3830;What is the monitoring configuration for the LTE interface on the hub branch router?;MONITORING
3832;"What is the value of the ""unreachable"" interval in seconds for the Smart-probe profile configuration on the Border Hub Router?";MONITORING
3833;How can we ensure that local LAN prefixes on each hub site point to LAN interfaces instead of DCI or WAN interfaces?;ROUTING
3835;What is the recommended method for optimizing datacenter network traffic using PfRv3 Inter-DC Optimization?;ROUTING
3836;How would you configure the DCI path options to set up DMVPN peers between different data center sites?;ROUTING
3837;What are the configuration steps to enable Inter-DC (Inter-Domain Connectivity) on Transit Hub?;CONNECTIVITY
3840;How can we implement direct cloud access (DCA) for trusted SaaS traffic on Cisco IWAN networks while providing security capabilities at branch sites?;SECURITY
3842;What feature can we use to enable Direct Cloud Access functionality with DNS traffic recognition and classification in our network?;SECURITY
3845;What is the recommended configuration for the HTTP Ping Probe Interval in Cisco IOS?;MONITORING
3846;How can I verify the Direct Cloud Access (DCA) configuration in my network?;MONITORING
3847;How can I configure a second DCA as a WAN underlay interface to support additional network requirements?;CONNECTIVITY
3849;How can we configure an Umbrella (OpenDNS) instance to bypass DNS resolution for a specific domain?;SECURITY
3850;What is the IP address of the GigabitEthernet0/0/3 interface in the Border?;CONNECTIVITY
3851;What is the VRF forwarding configuration for the interface GigabitEthernet2.30?;ROUTING
3852;How can we prevent DNS queries to the local domain from being redirected to OpenDNS and configure specific patterns for filtering?;SECURITY
3853;What is the path configured for MPLS branch WAN interface?;ROUTING
3854;How can we configure PfRv3 to collect channel-based metrics data?;MONITORING
3855;How can we improve the accuracy of channel-based metrics measurement to better tolerate out-of-order packets?;MONITORING
3856;How can we configure channel-based metrics measurement in Cisco router?;MONITORING
3857;What are the configuration settings for channel-based measurement on the Cisco device?;MONITORING
3859;How can I display PfRv3 event tracing for all components (sub-components) in Cisco IOS?;MONITORING
3860;How can I monitor the event-trace for the PFRv3 sub-component process with different options?;MONITORING
3861;What is the configuration for the WAN interface Tunnel1 on BR2?;CONNECTIVITY
3862;How can we display event trace for PfRv3 policy decision points (PDP)?;MONITORING
3866;What is the correct command to configure SAF peering site prefix updates for the prefixes mentioned in the configuration?;ROUTING
3867;What is the command to update the SAF peering site prefix for the given prefixes?;ROUTING
3868;How can we update the SAF peering site prefix for the prefix 10.20.1.1/32 to the new router at IP address 10.20.1.1?;ROUTING
3869;What is the correct Cisco IOS command to update the SAF peering site prefix at 10.20.1.1 with the given prefixes?;ROUTING
3870;What is the data sequence number of the capability sub-service packet sent from 10.10.1.1?;MONITORING
3874;How can we enable IP routing on all participating routers?;ROUTING
3876;Which Cisco IOS release supports BFD (Bidirectional Forwarding Detection) for OSPF (Open Shortest Path First) routing protocol?;ROUTING
3878;What can occur when implementing asymmetrical routing between peer devices in Cisco 12,000 series routers?;ROUTING
3880;What is the maximum number of BFD sessions supported on a Cisco Catalyst switch?;ROUTING
3883;What is the maximum number of sessions that can be supported by Cisco ASR 1k Series Aggregation Services Routers when enabling BFD support?;ROUTING
3885;What is the default behavior of BFD peers in Cisco IOS Releases for forwarding path failure detection?;ROUTING
3887;What is the role of the BFD LC process in maintaining a database of all BFD sessions on the router?;ROUTING
3893;What conditions must be met for a gateway to be considered reachable and routes to be installed in the RIB?;ROUTING
3894;How do you configure active BFD (Bidirectional Forwarding Detection) for each BFD group and set up corresponding static routes?;ROUTING
3897;How to configure BFD template and map commands to support up to 255 hops in a Cisco router?;ROUTING
3898;How can we implement a fast hellos mechanism for either IS-IS or OSPF to detect failures in EIGRP, IS-IS, and OSPF protocols?;ROUTING
3900;How can you configure an IPv6 address for an interface using Bidirectional Forwarding Detection (BFD) on a Cisco router?;ROUTING
3901;Which Cisco IOS releases allow configuring BFD support for IS-IS dynamic routing protocol?;ROUTING
3902;What steps can be taken to configure BFD support for BGP to receive forwarding path detection failure messages from BFD?;ROUTING
3904;How can you enable Bidirectional Forwarding Detection (BFD) for a subset of interfaces where EIGRP is routing in a Cisco router?;ROUTING
3906;How can I enable and configure OSPF with BFD on all interfaces associated with the OSPF routing process?;ROUTING
3907;How do you disable the disable keyword for OSPF if BFD has been enabled on all interfaces associated with OSPF?;ROUTING
3908;To enable or disable BFD sessions over an OSPF interface to a neighbor, what command can be used?;ROUTING
3909;How can you configure BFD support for OSPF on interfaces using the `bfd all-interfaces` command in router configuration mode?;ROUTING
3910;How do you exit the interface configuration mode and return to global configuration mode in Cisco IOS?;GENERAL
3911;How can we display information about the static BFD configuration from configured BFD groups and non-group entries?;MONITORING
3913;How can you configure the BFD Slow Timer on a Cisco device?;ROUTING
3915;What is the command used to enable privileged EXEC mode?;GENERAL
3916;How can we enable BFD control channel over VCCV on ATM pseudowire networks?;ROUTING
3918;How can you enable privileged EXEC mode and configure the pseudowire class for MPLS encapsulation without signaling?;ROUTING
3921;What is the recommended interval value for Tx and Rx intervals of hardware-offloaded BFD sessions in Cisco IOS?;MONITORING
3924;How can we configure BFD (Bidirectional Forwarding Detection) for an OSPF network?;ROUTING
3926;What is the configuration required to enable BFD (Bidirectional Forwarding Detection) support in an OSPF network?;ROUTING
3927;What is the OSPF process ID for both Fast Ethernet interfaces?;ROUTING
3928;How to enable Bidirectional Forwarding Detection (BFD) on Router B for BGP network?;ROUTING
3929;How can we enable BFD session creation and BGP registration for BFD support on our Cisco router?;ROUTING
3930;How can you verify that a BFD (Bidirectional Forwarding Detection) session has been created on the line card of Router B?;MONITORING
3932;How can we enable HSRP support for BFD by default on Router A?;ROUTING
3933;What is the BFD configuration on Device A for the Serial interface 2/0?;MONITORING
3934;"What is the command to configure an active static BFD session on Ethernet interface 0/0 with IP address 209.165.200.225 and group name ""testgroup""?";ROUTING
3937;How to configure BFD (Fast Link Failure Detection) for detecting link failures faster and remove the routes installed from RIB in the EIGRP routing protocol?;ROUTING
3938;What is the command used to enable Bidirectional Forwarding Detection (BDF) support on a Cisco router running a DMVPN setup?;ROUTING
3940;How can you support multihop BFD for IPv4 and IPv6 addresses on your Cisco ASR 901S Series Router running Cisco IOS Release 15.4(1)S?;ROUTING
3941;What is the required Cisco IOS release and router configuration to enable BFD (Fast Failure Detection) support for various router configurations and VPN Routing and Forwarding (VRF) awareness?;ROUTING
3942;What is the minimum configuration required to enable BFD support on a VLAN interface?;ROUTING
3943;Can you configure BFD support for OSPF globally or selectively on one or more interfaces?;ROUTING
3944;What mode is the default operation for IPv6 static BFDv6 neighbors?;ROUTING
3945;How can we determine if associated IPv6 static routes are inserted in the IPv6 RIB?;ROUTING
3946;How can you enable BFD monitoring for a static route without interrupting traffic on Router B?;ROUTING
3947;How can you disable BFD monitoring of static routes without interrupting traffic flow?;ROUTING
3948;How do you enable static route support for Bidirectional Forwarding Detection (BFD) over IPv6 in Unassociated Mode on Cisco routers?;ROUTING
3949;How can you enable privileged EXEC mode and configure a static IPv6 route with BFDv6?;ROUTING
3950;How do you configure a static route with BFDv6 support for IPv6 addresses on a Cisco device?;ROUTING
3951;How can I configure my Cisco router to support static routes for BFD (Bidirectional Forwarding Detection) over IPv6?;ROUTING
3952;How to configure BFD support for OSPFv3 for all interfaces on participating devices?;ROUTING
3953;How do you enable Border Gateway Protocol (BGP) Fast Detection (BFD) for OSPFv3 on all interfaces?;ROUTING
3954;How can I display line-by-line listing of existing BFD adjacencies for a specific VRF?;MONITORING
3955;How do you enable and configure BFD on a per-interface basis for OSPFv3 routing process?;ROUTING
3956;How do you enable the event trace for IPv6 static neighbors in Cisco IOS?;MONITORING
3958;How can you exit the interface configuration mode and return to global configuration mode?;GENERAL
3960;What is the configuration command to enable and configure BFD on the BDI interface?;ROUTING
3961;What is the IP address of the BDI2 interface and what is its subnet mask?;CONNECTIVITY
3962;What is the purpose of the BFD Single-Hop Authentication feature in Cisco IOS?;SECURITY
3963;What is the necessary configuration to ensure that BFD Single-Hop Authentication is properly configured and maintained with valid key chains?;SECURITY
3964;How does Cisco IOS handle the validation of sequence numbers in BFD Single-Hop Authentication with detect multiplier for non-meticulous and meticulous keyed types?;ROUTING
3965;How can I exit the keychain-key configuration mode and return to privileged EXEC mode?;GENERAL
3966;What is the first step to configure a single-hop authentication process on an interface?;SECURITY
3968;How do you enable MD5 authentication for single-hop BFD sessions between directly connected devices?;SECURITY
3970;What is the minimum configuration required to ensure that all devices can reach an IPv4 static route?;ROUTING
3971;What is the recommended configuration for automatically associating an IPv4 static route with an IPv4 static BFDv4 multihop destination address in Cisco IOS?;ROUTING
3972;What is the syntax to configure a BFD destination address for an interface on the device?;ROUTING
3973;What steps can you take to enable privileged EXEC mode and configure static IPv4 BFD multihop for monitoring static routes?;ROUTING
3974;How do you configure BFD multihop support for IPv4 static routes in associated mode?;ROUTING
3975;What is the configuration command used to configure BFD multihop support for IPv4 static routes?;ROUTING
3976;How do you configure IS-IS IPv6 client for BFD and MT mode support with BFD support for both IPv4 and IPv6 on the same adjacency?;ROUTING
3977;How can we ensure that IS-IS BFD IPv6 sessions are managed correctly between devices?;ROUTING
3978;How can you configure an IPv6 client for BFD (Basic Fault Detection) in ISIS?;ROUTING
3979;How can you configure IS-IS IPv6 client support for Bidirectional Forwarding Detection (BFD) on all interfaces?;ROUTING
3980;What configuration command enables multi-topology IS-IS for IPv6 on a Cisco router?;ROUTING
3981;How can we enable Bidirectional Forwarding Detection (BFD) for all interfaces participating in the routing process?;ROUTING
3983;How can we configure the IS-IS client for BFD C-Bit Support feature on a Cisco device to ignore control-plane related BFD session failures on the neighbors of a restarting device just prior to the planned restart of that device?;ROUTING
3984;What is the purpose of the BFD Dampening feature in Cisco IOS?;ROUTING
3985;Can you apply the BFD Dampening feature to all types of BFD sessions?;ROUTING
3986;How to configure BFD Dampening on a multihop template-name session using the BFD template in Cisco IOS?;ROUTING
3989;What is required to enable protocol discovery on both tunnel and physical interfaces?;MONITORING
3990;How would you apply Quality of Service (QoS) to an application that uses a specific protocol with dynamically assigned TCP port numbers?;QOS
3995;How can we monitor and classify traffic by the published application name using Server Browser Mode on the master browser?;MONITORING
3997;What is the recommended packet tagging configuration for prioritizing Citrix traffic on a Cisco router?;QOS
4001;What is the minimum Cisco IOS XE release required to support NBAR classification of traffic using multiple methods?;QOS
4002;How can we limit or disable DNS-based classification for DNS-based categorization on a Cisco router?;SECURITY
4004;How can we enable Protocol Discovery per interface?;MONITORING
4008;How can you enable Group Encrypted Transport VPN (GETVPN) support in ingress QoS when crypto-map mode is enabled?;QOS
4011;How can we enable DNS-based learning for NBAR to classify application traffic from the first packet of a flow when the current configuration does not support IP-NBAR classification with DNS learning?;QOS
4012;How do you enable or disable the DNS-based classification mechanism for DNS-based categorization?;SECURITY
4013;How can we direct different classes of traffic to specific QoS queues in our network?;QOS
4015;How can we configure the encryption status as the match criterion for a specific application?;SECURITY
4016;How can we configure a class-map to match traffic based on protocol attributes such as traffic class and business relevance?;QOS
4017;"How can we ensure that certain voice traffic is considered ""business-relevant"" in our SRND implementation?";QOS
4018;What is the classification and QoS treatment for bulk-data traffic in the given configuration?;QOS
4019;How do you configure NBAR to look for TCP packets with a destination or source port of 67,000?;QOS
4020;How can you configure class maps to classify FastTrack and Gnutella traffic using regular expression variables in Cisco IOS?;QOS
4022;How do I configure Cisco router to classify network traffic based on application groups (e.g., skype-group) and encrypted applications?;QOS
4023;What are some examples of configuring class-map and match criteria for protocols in Cisco IOS?;QOS
4024;Which type of access is supported for the nen group?;SECURITY
4026;What is the configuration used to enable native IPv6 classification and classify flows inside tunneled IPv6 over IPv4 with NBAR Classification Enhancements feature?;QOS
4027;How can you view the taxonomy file for active, inactive, and all loaded Protocol Packs on your Cisco router?;MONITORING
4030;What is the command used to display active NBAR2 protocol pack information?;MONITORING
4032;How do I view NBAR2 Taxonomy Information?;MONITORING
4033;What mobile data synchronization technology and protocol can be used to synchronize data between clients and servers over both IPv4 and IPv6 networks, utilizing HTTP as the underlying protocol?;GENERAL
4034;What is the recommended configuration for traffic classification when applying NBAR on LAN interfaces and WAN link?;QOS
4035;How can we use NBAR (Network Based Application Recognition) to determine the protocols and applications running on our network?;MONITORING
4037;How can we display statistics gathered by the NBAR Protocol using Discovery feature?;MONITORING
4038;How can we enable protocol discovery on a specific Fast Ethernet interface for IPv6 packets?;MONITORING
4039;How can we enable protocol discovery for IPv6 and IPv4 packets on Fast Ethernet interface 1/1/2?;MONITORING
4040;How can we enable protocol discovery on the Cisco router?;MONITORING
4041;How do I define a traffic class using the class-map command in Cisco IOS?;QOS
4042;How would you configure a traffic class using the class-map command to classify packets based on certain criteria?;QOS
4043;How can we configure MQC (Match-Set-Class) to classify packets associated with specific network protocols or applications?;QOS
4045;How do you configure the CBWFQ (Class-Based Weighted Fair Queuing) feature to prioritize traffic on your Cisco network device?;QOS
4046;How do I configure a QoS policy map and class for NBAR (Network-Based Application Recognition) on Cisco IOS XE Gibraltar?;QOS
4047;How do you attach a policy map (traffic policy) to an input or output interface?;QOS
4049;How can you display the management of unknown and unclassified traffic in your Cisco network?;MONITORING
4050;How do you implement QoS feature in a policy map using CBWFQ (Class-Based Weighted Fair Queuing)?;QOS
4052;How do we configure Weighted Fair Queueing (CBWFQ) and classify network traffic using NBAR with MQC in a 65xx series switch?;QOS
4054;How can you configure a custom Layer 3 application to use DSCP-based marking in Cisco IOS?;QOS
4055;How can I create an MQC filter within a class-map to match traffic with a specific underlying protocol in the transport hierarchy?;QOS
4056;How can I enable MQC (Match-All) based on transport hierarchy and configure the necessary protocols and class maps for an in-app-hierarchy?;QOS
4057;What is the basic configuration for creating a class map for QoS classification?;QOS
4059;What command can I use to return to the privileged EXEC mode from the current configuration mode?;GENERAL
4060;What are the available attributes for configuring NNTP protocol in a device?;GENERAL
4062;How can I enable and configure the Flexible NetFlow exporter to report extracted fields through the sub-application table?;MONITORING
